,Name,City,Cuisines,Average Cost,Aggregate Rating
4440,Walk To Italy,Moline,"Tea, Seafood, Desserts, Fast Food",69,3.1
4441,Behrouz Biryani,Augusta,"Mexican, Bakery, Desserts",40,3.6
4442,Big Dragon,Laredo,"Tea, Cafe, Desserts",31,3.6
4443,Cafe Filter,Dodge City,"Fast Food, Tea, Bakery, Seafood",91,3.6
4444,Chowki,Mason City,"French, Bakery, BBQ, Cafe, Indian, Seafood",26,3.7
4445,Circle Cafe and Bar,Roanoke,"Cafe, BBQ, Desserts, Seafood",64,3.5
4446,FreshMenu,Minneapolis,"Seafood, Desserts, Fast Food",88,3.6
4447,Giani's,Niagara Falls,"Pizza, Indian, Seafood",74,3.5
4448,Gopal's 56,San Juan,"French, Bakery, Cafe",10,3.8
4449,Instapizza,Bellingham,"Cafe, Mexican, Bakery, BBQ, Chinese",17,3.8
4450,Just Vada Pav,Helena,"Desserts, Pizza, Mexican, Cafe, Seafood",87,3.6
4451,Khidmat,Fort Wayne,"Desserts, Pizza, Mexican, BBQ, American",99,3.6
4452,Naivedyam,Santa Rosa,"Tea, Cafe, Desserts, Seafood",37,3.8
4453,New Shere Punjab Dhaba,Sitka,"Desserts, Tea, Pizza, BBQ, Indian, Mediterranean",30,3.6
4454,Sant Sweets,Omaha,"Chinese, Pizza, BBQ",25,3.5
4455,Tikka- Way,Jackson,"Desserts, Italian, Bakery, Fast Food, Seafood",44,3.5
4456,Bake Bite,North Platte,"Cafe, Mexican, Pizza, Seafood",84,0.0
4457,Chinese Chaat Corner,Greensboro,"Desserts, Pizza, Mexican, Bakery, Indian",32,0.0
4458,Chocofairies,South Bend,"Tea, Chinese, Pizza, Desserts",91,0.0
4459,Punjabi Rasoi,Waterloo,"Tea, Mexican, Bakery, Fast Food, Seafood",17,2.4
4460,Punjabi Xpress,Brainerd,"Tea, Cafe, Bakery",90,2.3
4461,The Cake Factory,Ketchikan,"Cafe, Mexican, Bakery",50,2.3
4462,"34, Chowringhee Lane",Jackson,"Cafe, Pizza, Italian",90,3.3
4463,Annapurna Restaurant,Branson,"Pizza, Desserts, Seafood",94,2.5
4464,BTW,Lake Charles,"Tea, Pizza, Bakery, Fast Food, Mediterranean",80,3.1
4465,Cafe Coffee Day,Muskegon,"Tea, Bakery, Pizza, Fast Food",41,3.3
4466,Chawla's Chic Inn,Pittsburgh,"Tea, Mediterranean, Desserts",89,3.3
4467,Chennai Hot Cafe,Aberdeen,"Cafe, Pizza, BBQ, Mediterranean",19,3.4
4468,Daawat E Mezbaan,Houston,"Pizza, BBQ, Cafe, American, Seafood",63,3.1
4469,Dessert in Desert,Missoula,"Tea, Cafe, Bakery, Pizza",80,3.4
4470,Domino's Pizza,Green Bay,"Tea, Cafe",54,3.4
4471,Filmy Cafe & Bar,Bangor,"Tea, Pizza, Italian, BBQ, American",97,2.9
4472,Firenze,Brownsville,"Bakery, Mediterranean, BBQ, Seafood",81,2.8
4473,Giani,Idaho Falls,"Desserts, Pizza, BBQ, Cafe, American",67,3.4
4474,Gullu's,Cleveland,"Mexican, Pizza, Indian, Seafood",38,3.1
4475,Manwhar,Moab,"Tea, Cafe, Pizza, Chinese, Seafood",91,3.2
4476,Midnight Hunger Hub,Mason City,"Mexican, Pizza, American, Seafood",72,3.3
4477,Mini Shop,Florence,"Cafe, Pizza, Indian, Desserts",98,3.3
4478,Nine 75 Lounge & Bar,Wichita,"Tea, American, Seafood",84,3.2
4479,Pradhan Ji Multi Cuisine Restaurant,Gulfport,"Tea, Mexican, Fast Food, Cafe, Seafood",29,3.3
4480,Punjabi Chaap Corner,Lubbock,"Pizza, Italian, BBQ, Fast Food, Chinese, Seafood",15,2.9
4481,Sagar Ratna,Ithaca,"Tea, Italian, Bakery, Fast Food, Cafe",88,2.7
4482,Shiva Coffee & South Indian Fast Food,Iron Mountain,"Tea, Pizza, Bakery, Fast Food, Indian",93,2.7
4483,The Ice Cafe,Peoria,"Tea, Pizza, Bakery, Mediterranean",66,3.2
4484,Tikka Junction,West Palm Beach,"Tea, Fast Food, Bakery, Seafood",53,3.4
4485,Trending Eats,San Luis Obispo,"Pizza, BBQ",83,3.4
4486,Twenty Four Seven,Lexington,"Fast Food, Seafood, Italian",13,3.3
4487,Vikrant Cafe,Louisville,"Tea, Bakery, Fast Food, Mediterranean, Seafood",86,3.3
4488,Vishal Restaurant,Chattanooga,"Tea, Pizza, BBQ, Seafood",27,3.1
4489,Badri Prasad Ramesh Kumar Caterers,Salt Lake City,"Desserts, Tea, Bakery, Mediterranean, Seafood",55,3.5
4490,Bistro,Newport News,"Cafe, BBQ, Seafood",61,3.9
4491,Chaudhary Sweets Corner,Moline,"Tea, French, Desserts, Seafood",86,3.8
4492,Chowringhee,Pellston,"Tea, Bakery, Desserts, Seafood",44,3.6
4493,Cones & Curries,Hartford,"Pizza, Desserts, Italian",92,3.7
4494,Darvesh Corner,Ithaca,"Desserts, Tea, Pizza, Cafe, Indian, Mediterranean",65,3.6
4495,Deez Biryani & Kebabs,Mosinee,"Pizza, French, BBQ, Bakery, Fast Food, Chinese",75,3.7
4496,Frozen Pan,Grand Rapids,"Tea, Bakery, BBQ",73,3.9
4497,Giani's,Kodiak,"Pizza, Bakery, Desserts, Seafood",73,3.8
4498,Havmor Ice Cream,Saipan,"Desserts, Pizza, French, BBQ, Chinese, Seafood",39,3.7
4499,Keventers,St. Louis,"Tea, Bakery, Fast Food, Chinese, Indian",23,3.5
4500,Manohar Bikkaneri,Hartford,"Chinese, BBQ, Fast Food",61,3.8
4501,Manohar Bikkaneri,St. Cloud,"Chinese, American, Desserts, Fast Food",62,3.6
4502,Nukkadwala,Grand Junction,"Pizza, BBQ",82,3.7
4503,Om Di Hatti,Bemidji,"Indian, American, BBQ, Fast Food",95,3.7
4504,Orange Tree Cafe,Killeen,"Desserts, Tea, Italian, Bakery, Fast Food, Mediterranean",16,3.5
4505,Rigo Noodles,Alexandria,"Tea, Cafe, Mediterranean, Seafood",93,3.5
4506,Sethi's The Cake Shop,Kona,"Chinese, Mexican, Pizza, Seafood",32,3.9
4507,Shake Square,Ketchikan,"French, BBQ, Cafe, Desserts",36,3.6
4508,Sharma Kachoriwala,Manchester,"Chinese, Indian, Cafe, Fast Food",34,3.7
4509,Shawarma Wala,Alexandria,"Pizza, Indian, Seafood",57,3.7
4510,Shree Rathnam,Roswell,"Tea, Pizza, Bakery, Chinese, Indian",21,3.5
4511,Shri Bankey Bihari Brajwasi Rasgulle Wala,Louisville,"Tea, Cafe",79,3.5
4512,Sid's Kitchen,Hagerstown,"Tea, French, Cafe, Fast Food",56,3.8
4513,Subway,Brainerd,"Tea, Bakery, Desserts, Fast Food",21,3.5
4514,Sweet Life By Henna,Wichita,"Tea, Bakery, Indian, Mediterranean",68,3.5
4515,The Midnight Heroes,Alamosa,"Tea, BBQ, Cafe, Indian, Seafood",10,3.8
4516,Urban Hub,Kalispell,"Desserts, Tea, Mexican, BBQ, Indian",64,3.6
4517,Vaishno Chat Bhandar,Louisville,"Cafe, Bakery, Seafood",48,3.9
4518,Ved Dhaba,Rochester,"Cafe, Pizza, BBQ",57,3.5
4519,Veg Ex,Islip,"Seafood, Pizza, Desserts, Italian",21,3.6
4520,Wokin Street,Sault Ste. Marie,"Pizza, Mediterranean, Fast Food",62,3.6
4521,Yadav Namkeens & Bakers,Montgomery,"Desserts, Tea, Pizza, French, American, Seafood",19,3.5
4522,Javed Chicken Corner,Helena,"Chinese, French, Bakery, BBQ, Cafe",44,0.0
4523,Kamal Chicken,Birmingham,"Tea, Mexican, BBQ, Seafood",83,0.0
4524,Singh Chinese Fast Food,Binghamton,"Tea, Mexican, Bakery, BBQ, Mediterranean, Seafood",94,0.0
4525,Chill'm Bar & Cafe,Scranton,"Tea, Chinese, Bakery, Cafe",49,4.2
4526,Coffee & Cream,Pasco,"Cafe, Mexican, Desserts",17,4.0
4527,Chawla Di Hutti,Trenton,"Chinese, Pizza, BBQ, Italian",44,3.1
4528,Sher 'A' Punjab Bhojnalya,Traverse City,"French, Bakery, Fast Food, Cafe, Seafood",76,3.3
4529,Guru Rakha,Montgomery,"Desserts, Tea, Cafe, Pizza, French, Chinese",43,3.1
4530,Shudh Vaishno Hotel,Marquette,"Desserts, Tea, BBQ, Fast Food, Mediterranean",22,3.4
4531,Kumar Samose Wala,Cape Girardeau,"Tea, Mexican, BBQ, Italian",82,4.1
4532,Amigo's Deli,Ketchikan,"Desserts, BBQ, Fast Food, Indian, Seafood",46,3.2
4533,Ananda Food Express,Augusta,"Fast Food, Cafe, Seafood",13,3.2
4534,Green Chick Chop,San Francisco,"Tea, Pizza, Italian, BBQ, Mediterranean, Seafood",39,3.4
4535,Khana Vaana,Niagara Falls,"Bakery, BBQ, Cafe, Desserts",80,3.4
4536,Momoholic,Gunnison,"Cafe, Pizza, American, Desserts",75,3.3
4537,Nazeer Foods,Scottsbluff,"Tea, BBQ, Desserts",69,3.3
4538,Pind Balluchi,Hartford,"Tea, Mexican, BBQ, Fast Food, Cafe",21,2.6
4539,Rumours,Mason City,"Cafe, Seafood, Desserts, Fast Food",80,3.4
4540,Spice Grill,Bishop,"Tea, French, Mexican, BBQ",37,3.2
4541,Utopia,La Crosse,"Bakery, BBQ, Fast Food, American, Seafood",15,3.2
4542,Aroma Rest O Bar,Rockford,"Bakery, Fast Food, Chinese, American, Seafood",58,3.6
4543,Cafe Shloka,Traverse City,"Chinese, Mexican, BBQ, Fast Food",49,3.5
4544,Chawla's Tandoori Junction,Wichita,"Pizza, American, Seafood",57,3.5
4545,Desi Villa,Albany,"Tea, Indian, American, Pizza",48,3.7
4546,Kanwarji's,Boise,"Desserts, Pizza, French, Fast Food, Seafood",50,3.5
4547,Palomino,Punta Gorda,"Desserts, Italian, BBQ, Cafe, American",48,3.7
4548,Raasa The Luxuriate Fine Dine,Everett,"Desserts, Pizza, Mexican, BBQ, Fast Food, Indian",93,3.7
4549,Shiv Tikki Wala,Yuma,"Cafe, Bakery, Desserts, Fast Food",14,3.8
4550,The Barbeque Company,Fort Leonard Wood,"Tea, Pizza, French, Bakery, Seafood",26,3.8
4551,The Wrap Factory,Yuma,"Fast Food, BBQ, Desserts, Italian",88,3.6
4552,Urban Punjab,Albany,"Desserts, Tea, Pizza, Indian, Mediterranean, Seafood",63,3.5
4553,Classic,Greenville,"Tea, French, BBQ",25,4.0
4554,Goosebumps,Bishop,"French, Seafood, Fast Food",74,4.0
4555,Adyar Ananda Bhavan,Omaha,"Cafe, BBQ",59,2.8
4556,Amma Mess,Eugene,"Desserts, Tea, Mexican, BBQ, Bakery, Chinese",81,3.4
4557,Amritsari Chaap Corner,San Juan,"Tea, Chinese, Desserts",97,2.9
4558,Aroma Spice,Flagstaff,"Tea, Pizza, Desserts, Fast Food",85,3.4
4559,Boheme Cafe Bar,Lawton,"Desserts, Seafood",90,3.2
4560,Cafe Coffee Day,Charlottesville,"Tea, French, Bakery, Pizza",50,2.6
4561,Chinese King,Branson,"Desserts, Fast Food",13,2.5
4562,Chopsuey,Champaign,"Cafe, American, Mediterranean, Seafood",31,3.2
4563,Chowringhee,Albuquerque,"Bakery, Indian, Desserts, Fast Food",91,3.4
4564,Crossroad Bar and Restaurant,Vernal,"Tea, Bakery, Desserts",73,3.0
4565,Domino's Pizza,Ogden,"Pizza, Bakery, Seafood",90,3.4
4566,Giani's,Fairbanks,"Tea, Bakery, Fast Food",93,3.4
4567,Giani,Minneapolis,"Cafe, Mexican, Bakery, Desserts",17,2.7
4568,Gulnar Bar Be Que,Alamosa,"Desserts, Tea, Indian, Cafe, American, Seafood",30,3.1
4569,Kwality Bengali Sweets,Richmond,"Tea, Desserts",36,2.9
4570,Little Chef,Wrangell,"Desserts, Mexican, BBQ, Cafe, Indian",15,2.7
4571,M J Dosa Corner,Omaha,"Tea, French, Bakery, Italian",69,2.9
4572,Moolchand's,Killeen,"French, Pizza, BBQ",59,3.3
4573,New Angaar Hyderabadi,Wichita,"BBQ, Desserts, Fast Food",32,3.1
4574,New Frontier Hotel,Cedar City,"Seafood, Indian, BBQ, Italian",26,3.3
4575,Oberoi Biryani,Omaha,"Tea, BBQ, Mediterranean",100,2.9
4576,Om Ji Om,Ogdensburg,"Pizza, Seafood",67,3.2
4577,Om Saravana Bhavan,Hibbing,"Bakery, BBQ, Italian",52,2.7
4578,Pindi Meat,Salisbury,"BBQ, Pizza, Bakery, Desserts",99,3.4
4579,Punjab Sweet Corner,Rochester,"Bakery, Pizza, Desserts, Italian",40,3.3
4580,R1 Lounge,Concord,"Tea, Seafood",78,2.6
4581,R1 Take Away,Daytona Beach,"French, Pizza, Bakery, Desserts",47,2.5
4582,Raffles,Colorado Springs,"Chinese, Pizza, BBQ, Fast Food",67,3.1
4583,Raj Sweets,Chattanooga,"Desserts, Tea, BBQ, Cafe, Mediterranean",69,2.8
4584,Ramas Cafe,Kalispell,"Tea, Pizza, French, Mexican, Bakery, Cafe",86,3.3
4585,Sandoz,Lewisburg,"Tea, Pizza, American, Seafood",75,3.4
4586,Sandoz,Shreveport,"Cafe, Indian, Mediterranean, Desserts",21,2.7
4587,Shudh,Key West,"French, Pizza, Seafood, Fast Food",38,3.1
4588,Southy,Ogdensburg,"Tea, Mexican, Desserts",32,3.1
4589,Spicy by Nature,Paducah,"Cafe, Desserts",62,2.7
4590,Spicy N Karara,Cheyenne,"Bakery, Indian, Seafood",43,3.3
4591,Spooky Sky,Phoenix,"Tea, Pizza, Fast Food, Cafe, Indian",15,3.4
4592,Sri Krishna Udupi,Sitka,"Tea, Cafe, Mexican, Seafood",69,3.0
4593,Tempting Restaurant,Lansing,"Cafe, Pizza, BBQ",35,2.7
4594,The Smokin' Grill by The Flashback,Gustavus,"Tea, Cafe, BBQ, Chinese, Seafood",68,3.3
4595,Three Tuns,Ithaca,"Tea, French, Cafe",87,3.2
4596,Wah Ji Wah,Missoula,"Tea, Cafe, Pizza, Bakery, Chinese, American",41,2.5
4597,Wow! Momo,Bishop,"Mexican, Bakery, Fast Food",19,2.6
4598,Wrap & Roll,Bristol,"Bakery, Indian, Cafe, BBQ",35,3.4
4599,Anjlika Pastry Shop,Pocatello,"Pizza, French, Bakery, BBQ, Cafe",11,3.6
4600,Bakeology,Corpus Christi,"Tea, Pizza, Mediterranean",26,3.5
4601,Changezi Chicken,Yakima,"Cafe, Bakery, Seafood, Fast Food",83,3.7
4602,Chargrill Resto Bar,Latrobe,"Desserts, Tea, Cafe, Bakery, Chinese",70,3.6
4603,Chowringhee,Newburgh,"Fast Food, Cafe, BBQ, Seafood",90,3.7
4604,Glenz Cafe N Bakers,Alexandria,"Chinese, Pizza, Cafe, Desserts",68,3.8
4605,Happy2Bake,Killeen,"Cafe, Indian, BBQ",71,3.5
4606,Nazeer Foods,Idaho Falls,"Cafe, BBQ",24,3.5
4607,Pakode Ki Dukaan,Ogdensburg,"Bakery, BBQ, Fast Food",49,3.6
4608,Peshawari Chicken Corner,North Bend,"Pizza, Italian, Fast Food, Cafe, Seafood",80,3.6
4609,Prem Dhaba,Ogdensburg,"Pizza, Mexican, BBQ, Fast Food, Cafe, Indian",23,3.7
4610,Ravi Raj Di Kulfi,Salina,"Desserts, Tea, Cafe, Pizza, Chinese, Indian",65,3.6
4611,Shawarma King's,Hyannis,"Tea, Chinese, Pizza, Italian",85,3.7
4612,Shri Rama Restaurant,Gunnison,"Bakery, Mediterranean, Desserts",13,3.5
4613,Sri Balaji,Punta Gorda,"Chinese, Bakery, Cafe, Desserts",60,3.5
4614,Standard Burfee,Harrisburg,"Cafe, Fast Food",85,3.8
4615,Subway,Hartford,"Pizza, Italian, BBQ, Fast Food, Seafood",80,3.6
4616,Suruchi,Fort Lauderdale,"Desserts, Tea, French, Mexican, BBQ, Fast Food",13,3.8
4617,Tera Hotel,St. Louis,"Fast Food, Pizza, Seafood",88,3.5
4618,The Diet Kitchen,Bishop,"Pizza, Bakery, BBQ, Fast Food",97,3.7
4619,The Spot,Richmond,"Indian, BBQ, Seafood",17,3.5
4620,Wrapss,Yakima,"BBQ, Seafood",50,3.5
4621,Wrapss,Ketchikan,"Desserts, Italian, BBQ, Cafe, American",46,3.5
4622,Al Naseem Foods Shawarma,Jacksonville,"Cafe, Pizza, American",24,0.0
4623,Ganpati Bhoj,Palm Springs,"Cafe, Mexican, Pizza",67,0.0
4624,Pandit Dhaba,Waco,"Bakery, American, BBQ",42,0.0
4625,Red Chili Potato,Long Beach,"Cafe, Bakery, Desserts, Seafood",47,0.0
4626,Cafe Coffee Day,Gainesville,"Bakery, Mexican, Indian, BBQ",17,2.3
4627,Jade Garden,Little Rock,"Mexican, BBQ, Mediterranean, Seafood",90,2.4
4628,Art of Spices,Harrisburg,"Chinese, Pizza, French, Bakery, BBQ, Cafe",11,4.0
4629,Sindhi Corner,White Plains,"American, Desserts, Fast Food",53,4.0
4630,The Feast House,Champaign,"Chinese, Cafe, Seafood",45,4.3
4631,Zaffran,Louisville,"Desserts, Tea, Bakery, Fast Food, Chinese",12,4.5
4632,McDonald's,Ogden,"Tea, Pizza, BBQ",17,3.3
4633,Captain Grub,Laramie,"Tea, Cafe, Desserts",64,3.1
4634,M:Eat by Blanco,Kona,"Cafe, Pizza, American, BBQ",60,3.3
4635,Omazoni,Brainerd,"Tea, Pizza, Italian, Bakery, BBQ, Mediterranean",58,2.5
4636,Prabhu Chaat Bhandar,Paducah,"Tea, Bakery, BBQ, Fast Food, Chinese",12,3.2
4637,Sugar & Spice - Le Marche,Omaha,"Tea, Cafe",55,3.3
4638,Big Chill,Salisbury,"Tea, Pizza, Desserts, Italian",72,4.5
4639,Big Chill,Evansville,"Tea, American, BBQ",33,4.6
4640,Amici Cafe,Del Rio,"Cafe, Mexican, Bakery",96,3.8
4641,Azam's Mughlai,Sacramento,"Bakery, Pizza, American",28,3.9
4642,Boombox Cafe,Palm Springs,"Tea, Pizza, Mediterranean",28,3.6
4643,Cafe Illuminatii,Moline,"Desserts, Pizza, Mexican, Fast Food, Cafe, Mediterranean",74,3.6
4644,Cafe Turtle,Fayetteville,"Fast Food, Tea, BBQ, Seafood",67,3.6
4645,China Fare,Pittsburgh,"French, Bakery, Seafood",50,3.7
4646,Chokola,Decatur,"Desserts, Tea, Mexican, Cafe, Seafood",31,3.8
4647,Cravings By Arshi Dhupia,Escanaba,"Fast Food, Pizza, Italian",48,3.6
4648,Harry's Bar + Cafe,Newport News,"Tea, Cafe, BBQ, Fast Food, Chinese",40,3.7
4649,Khan Chacha,Tallahassee,"Cafe, BBQ",78,3.7
4650,La Bodega,Lawton,"Desserts, Pizza, Fast Food, Cafe, American",84,3.6
4651,La Vie,Salisbury,"Tea, Bakery, Mediterranean, Fast Food",88,3.9
4652,Latitude 28,Mason City,"Tea, BBQ, Seafood",60,3.8
4653,Laziz Kabab (Subhash Restaurant),Mason City,"Desserts, Pizza, BBQ",72,3.7
4654,Mr. Choy,Charlotte Amalie,"French, BBQ, Seafood",67,3.9
4655,Public Affair,Concord,"Desserts, Pizza, Cafe, Mediterranean, Seafood",23,3.8
4656,Qureshi Kabab,Miami,"French, Pizza, BBQ",34,3.5
4657,Side Wok,Appleton,"Tea, Italian, Bakery, Chinese, Seafood",15,3.9
4658,Subway,Alexandria,"Desserts, Seafood",56,3.7
4659,t Lounge by Dilmah,Yakutat,"Tea, Fast Food, BBQ, Seafood",66,3.6
4660,The Blue Door Cafe,Austin,"Cafe, Pizza, Mediterranean, Desserts",95,3.7
4661,The Coffee Bean & Tea Leaf,Wichita Falls,"Chinese, Bakery, Desserts",21,3.8
4662,Town Hall,Nashville,"Tea, Seafood",55,3.8
4663,Wok  In The Clouds,Minneapolis,"Pizza, Seafood",52,3.8
4664,Cafe Coffee Day,Los Angeles,"Tea, Bakery, BBQ, Seafood",71,0.0
4665,Civil House,Salt Lake City,"Tea, Bakery, BBQ, Fast Food",94,4.2
4666,L'Opera,Iron Mountain,"Desserts, Tea, Bakery, Chinese, Seafood",12,4.0
4667,Mamagoto,Abilene,"Desserts, Tea, Bakery, Cafe, Indian, Mediterranean",93,4.1
4668,Out Of The Box,Sioux City,"Tea, Cafe, Mexican, BBQ, Chinese",66,4.0
4669,Parallel,Lawton,"Tea, French, Cafe, Seafood",54,4.0
4670,Perch Wine & Coffee Bar,Reno,"Bakery, Pizza, Seafood",72,4.2
4671,Smoke House Deli,Nashville,"Cafe, Mediterranean, Seafood",59,4.0
4672,Smokey's BBQ and Grill,Mission,"Desserts, Tea, Pizza, BBQ, Indian",55,4.2
4673,SodaBottleOpenerWala,Valdosta,"Pizza, BBQ, Fast Food",54,4.2
4674,The Artful Baker,Lansing,"Chinese, Pizza, Seafood",71,4.0
4675,The Big Chill Cakery,Mason City,"Desserts, BBQ, Fast Food, Indian, Seafood",58,4.4
4676,The Chatter House,Sun Valley,"Tea, Seafood, American, Fast Food",78,4.2
4677,Amaze Dining,Washington,"Cafe, Pizza, American, Fast Food",92,3.1
4678,Amritsari Naan & Kulcha,Presque Isle,"Tea, French, Bakery, Fast Food, Cafe, Mediterranean",18,3.1
4679,Bangla Sweets,Indianapolis,"Desserts, Tea, Pizza, Bakery, Chinese",59,3.3
4680,Bj's Lounge & Cafe,Roswell,"Tea, French, American, Seafood",52,3.0
4681,BTW,North Platte,"Cafe, BBQ",77,3.2
4682,Cabana's Kabab & Curry's,Sioux Falls,"Desserts, Pizza, Fast Food, Chinese, Seafood",100,3.3
4683,Cafe Coffee Day,Wichita Falls,"Desserts, Pizza, Italian, BBQ, Mediterranean, Seafood",93,3.2
4684,Chaap Point,Gulfport,"Tea, Pizza, Cafe, Mediterranean, Seafood",93,3.2
4685,Chicken Chilli Corner,White Plains,"Desserts, Tea, Italian, French, BBQ, Bakery",11,3.1
4686,Chinese Dragon,Sarasota,"Cafe, BBQ",36,2.6
4687,Copper Restro Bar,Eau Claire,"Tea, Pizza",71,2.8
4688,Corner Sweets,Bismarck,"French, Bakery, BBQ, Fast Food",40,3.2
4689,D'Casa,Albuquerque,"Tea, Cafe, Bakery, BBQ",30,2.7
4690,Delhi 15,Sun Valley,"Tea, Mexican, American, Fast Food",92,2.7
4691,Dialogue Lounge & Caf愆,Nashville,"Tea, Indian, BBQ, Cafe, American, Seafood",83,3.0
4692,Domino's Pizza,Dodge City,"Tea, Cafe, American, Italian",91,3.3
4693,Flavours From Heaven,West Yellowstone,"Fast Food, Mexican, Seafood",36,3.3
4694,Flavours Of Biryani,Providence,"Bakery, Indian, American, Pizza",99,3.3
4695,Flirty Momo's,Boston,"Tea, Pizza, French, Fast Food, Indian, Seafood",36,3.0
4696,Gedi Grill,Prescott,"Cafe, Chinese, Pizza, Mediterranean",97,3.4
4697,Green Chick Chop,Victoria,"French, Bakery, Pizza, Fast Food",62,2.7
4698,Indian Bites,Kotzebue,"Tea, Pizza, Bakery, Chinese, Mediterranean",24,2.7
4699,Karan's Vaishno Dhaba,Hattiesburg,"Cafe, Bakery, Desserts, Seafood",46,3.2
4700,Le Swaadik,Idaho Falls,"Tea, Pizza, French, Bakery, Fast Food",31,3.3
4701,Let's Meet Up,Grand Rapids,"Cafe, BBQ, Mediterranean",43,3.2
4702,Madan's Kabab Centre,Oklahoma City,"Cafe, American, Seafood",76,3.2
4703,Midnight Fries,Augusta,"Mexican, BBQ, Pizza",50,2.7
4704,Moradabadi Biryani,Washington,"Cafe, Mexican, Fast Food",12,3.1
4705,Namdhari's Icecream & Bakers,Boise,"Tea, Fast Food",45,2.8
4706,Pahariya Chicken Corner,Grand Forks,"Cafe, Mediterranean, Fast Food",84,3.1
4707,Pahariya Chicken,Memphis,"Desserts, Pizza, Italian, Fast Food, Cafe, Indian",25,2.7
4708,Pappi Machhi Wala,Yakutat,"Cafe, Bakery, BBQ, Italian",35,3.2
4709,Pizza Hut Delivery,San Angelo,"Tea, Pizza, Bakery, Cafe, Indian, Mediterranean",33,2.6
4710,Polka Cakes & Coffee,Jackson,"Tea, Mexican, Fast Food",41,3.3
4711,Punjabi Joint,Great Falls,"Tea, Cafe, Desserts",26,2.8
4712,Rain Tree Grill,Denver,"Tea, Mexican, BBQ, Italian",94,3.2
4713,Resunga Food Corner,Boston,"Tea, Mexican, Bakery, Fast Food, Indian",72,3.0
4714,Shri Ram Poori Wale,Lawton,"Desserts, Italian, Mexican, Fast Food, Seafood",57,2.8
4715,Supa's Restaurant,Hattiesburg,"Desserts, BBQ, Fast Food, Chinese, American",11,3.2
4716,Swad Fast Food,Gulfport,"Pizza, Fast Food",26,2.9
4717,Syall Kotian Da Dhaba,Great Falls,"Tea, Bakery, Mediterranean, Fast Food",40,3.0
4718,The Krib,Atlanta,"Seafood, BBQ, Italian",45,3.2
4719,Turtle Bay,North Platte,"Tea, Bakery, Mediterranean",44,3.4
4720,Yakooz,Denver,"Pizza, Bakery, Fast Food, Cafe, American",52,3.1
4721,Above & Beyond,Shreveport,"Pizza, Desserts, Seafood",86,3.5
4722,Bawa Chicken,Minneapolis,"Cafe, Seafood, Fast Food",47,3.5
4723,Chatore,Baltimore,"Bakery, Mexican, Pizza, Seafood",59,3.6
4724,Chocomore,Nantucket,"Desserts, Italian, BBQ, Indian, Seafood",42,3.7
4725,Clay 1 Grill,Oklahoma City,"Cafe, Seafood",13,3.6
4726,Firangi Island,Iron Mountain,"Desserts, Tea, Italian, BBQ, Fast Food",13,3.5
4727,Jeet Chaat Bhandar,Portland,"Tea, Cafe",77,3.5
4728,Mr. Grill,Twin Falls,"BBQ, Cafe, American, Desserts",80,3.6
4729,Tikka Junction,Dallas,"Tea, Bakery, Fast Food, Cafe, American, Mediterranean",86,3.5
4730,Momos Hut & Chinese Food,San Diego,"Tea, Cafe, Fast Food",94,2.4
4731,Wah Ji Wah,Oklahoma City,"Desserts, Pizza, Italian, Bakery, Cafe",99,2.1
4732,Yo! China,Minot,"Tea, Chinese, BBQ, Desserts",43,2.4
4733,Aapki Apni Rasoi,St. Petersburg,"French, Pizza, Indian, BBQ",20,2.9
4734,Aapki Rasoi,Detroit,"Mediterranean, Desserts, Seafood",21,3.0
4735,Advance Bakery,Rockford,"Desserts, Pizza, Mexican, Bakery, Chinese, Seafood",100,2.9
4736,Apni Rasoi,Grand Island,"Desserts, Pizza, BBQ, Fast Food, Indian",93,2.9
4737,Bakeyard,Billings,"Tea, BBQ, Cafe, Mediterranean, Seafood",74,3.0
4738,Bharat Chicken Inn Foods,Santa Fe,"Pizza, Mediterranean, Desserts",38,2.9
4739,Bobby Veg Corner,Bishop,"Seafood, Pizza, Fast Food",59,2.9
4740,Brunch Point,Sun Valley,"Tea, Cafe, BBQ, Seafood",63,2.9
4741,Bunty Dhaba,Bozeman,"Indian, Desserts, Fast Food",55,2.5
4742,Chandni Chowk Ka Sonu Parathe Wala,Scranton,"Fast Food, Chinese, Desserts, Seafood",16,3.1
4743,Chankya,Norfolk,"Bakery, Fast Food",42,3.2
4744,Chaudhary Di Hatti,San Diego,"Desserts, Pizza, Italian, BBQ, Fast Food",30,3.3
4745,Cook Du Kdu,Baltimore,"Desserts, Pizza, BBQ, Cafe, Indian",86,3.2
4746,Daawat Restaurant,Williston,"Desserts, Tea, French, BBQ, Fast Food",68,3.3
4747,Delhi Dairy,Phoenix,"Seafood, Cafe, Fast Food",23,3.2
4748,Domino's Pizza,Grand Rapids,"Seafood, BBQ, Desserts, Italian",34,2.9
4749,Domino's Pizza,Santa Fe,"Tea, Pizza, Desserts",100,3.1
4750,F 2 Pastry Shop,Great Falls,"Tea, Pizza, Indian, Desserts",49,3.3
4751,Food Villa,Medford,"Fast Food, Mediterranean, Seafood",21,2.9
4752,Goosebumps,New York,"Chinese, Pizza, Bakery",94,3.2
4753,Gulab,Duluth,"Cafe, American, BBQ, Italian",59,3.3
