,NAME,room type,price,minimum nights,review rate number,house_rules,maximum occupancy,city
2366,Midtown East penthouse studio,Entire home/apt,1147.0,10.0,2.0,No smoking & No pets & No parties,4,Abilene
2367,"Sunny and Spacious in East Village, Alphabet City.",Entire home/apt,416.0,3.0,3.0,,4,Flagstaff
2368,Manhattan room 3 NYC 127 st and convent ave,Shared room,640.0,2.0,4.0,No children under 10 & No parties,1,Victoria
2369,Awesome Place! Amazing Location!!!,Private room,1155.0,1.0,4.0,No pets & No parties & No children under 10,1,Butte
2370,Cozy 1 bedroom in Murray Hill.,Entire home/apt,1093.0,1.0,3.0,No pets & No visitors,10,Great Falls
2371,A Lovely One Bedroom Apartment!,Entire home/apt,882.0,10.0,5.0,No visitors,2,Missoula
2372,"Bright and airy, close to Central Park and museums",Entire home/apt,1194.0,4.0,4.0,No pets & No visitors,11,Minot
2373,"Gorgeous, Family-Friendly, NYC Garden Apt!",Entire home/apt,709.0,3.0,5.0,No children under 10,5,Norfolk
2374,Cozy Brownstone Apartment Near City,Entire home/apt,742.0,3.0,5.0,No parties & No children under 10 & No pets,3,Lawton
2375,Historic Harlem Townhome,Entire home/apt,1143.0,30.0,3.0,No children under 10,9,Salina
2376,Couch in Harlem Harvey Refugees only,Shared room,1168.0,1.0,5.0,No smoking & No parties & No pets,1,Clarksburg
2377,Private bedroom in FiDi,Private room,63.0,1.0,2.0,No smoking,1,Moab
2378,PentHouse In FiDi,Private room,843.0,3.0,5.0,No children under 10 & No smoking,2,Texarkana
2379,Huge full floor loft on Broadway and Bleecker,Entire home/apt,219.0,3.0,4.0,No parties,3,Sitka
2380,Giant 1br pre-war apartment in Flatbush / Lefferts,Entire home/apt,205.0,4.0,3.0,,2,Fort Myers
2381,Fresh Room One Block From Metro!!,Private room,230.0,2.0,5.0,No visitors & No pets,2,Beaumont
2382,The Home away from home!!!!,Entire home/apt,372.0,3.0,2.0,No pets & No visitors,3,Medford
2383,Bergen Street by (Hidden by Airbnb),Entire home/apt,1016.0,1.0,2.0,No smoking & No parties,3,Lewisburg
2384,Artist Loft,Entire home/apt,349.0,2.0,3.0,No children under 10 & No smoking,2,Paducah
2385,"Modern, big and comfy space in the heart of NYC",Entire home/apt,306.0,2.0,2.0,No children under 10,2,State College
2386,Family Friendly 2 BR in Park Slope Brooklyn,Entire home/apt,1036.0,3.0,4.0,No smoking,6,Brainerd
2387,Brooklyn home,Private room,287.0,4.0,4.0,No visitors,2,Grand Rapids
2388,Brooklyn Soul,Private room,1108.0,1.0,2.0,No pets,1,Beaumont
2389,2nd@THROOP MANSION,Entire home/apt,172.0,1.0,5.0,No children under 10 & No visitors,3,Trenton
2390,Large apt in prime carol gardens,Entire home/apt,1155.0,1.0,2.0,No smoking,10,San Antonio
2391,Amazing New 1 Bedroom in the UES #6132,Entire home/apt,1129.0,30.0,2.0,No parties,5,Panama City
2392,Bed Stuy Home Away From Home,Entire home/apt,735.0,1.0,2.0,No parties,6,Syracuse
2393,Deluxe bedroom w/ 2 beds - 3 Stops to Times Square,Private room,680.0,1.0,3.0,No pets,2,Ponce
2394,Simple Spacious Apartment,Entire home/apt,310.0,5.0,4.0,No children under 10,2,Missoula
2395,1 bedroom to yourself in Midtown Manhattan!,Entire home/apt,633.0,3.0,4.0,No parties & No pets,3,Kalamazoo
2396,Apt Lincoln Center And Central Park! Best location,Entire home/apt,975.0,2.0,2.0,No children under 10 & No smoking,6,Kona
2397,Sunny & Cozy 1BR/1BA Apartment In Upper NYC,Entire home/apt,111.0,2.0,2.0,No visitors & No children under 10,2,Kansas City
2398,Bronx Retreat in Contemporary Apt,Private room,660.0,2.0,4.0,No parties & No visitors & No children under 10,1,Baltimore
2399,ONE STOP TO TIME SQUARE BEAUTIFUL QUIET STUDIO,Entire home/apt,131.0,1.0,2.0,No visitors & No smoking & No pets,2,Everett
2400,Room in Upper East Side!,Private room,885.0,1.0,4.0,No smoking & No pets & No parties,2,Orlando
2401,Fast Commute - SUNNY PRIVATE ROOM  in luxury BK,Private room,257.0,1.0,3.0,No children under 10,2,Boise
2402,Downtown Luxury 1 Bedroom 800 sq ft,Entire home/apt,982.0,7.0,5.0,No parties,4,Boise
2403,Cheap Small Bedroom w/Desk 10min to JFK & Mall,Private room,308.0,7.0,2.0,No smoking & No parties,1,Eagle
2404,Room # 5 Near from JFK & LGA Diner 7/24 open,Shared room,744.0,1.0,2.0,No smoking & No visitors,1,Missoula
2405,Private big room/Queen bed/Nice Apt,Private room,704.0,1.0,1.0,,2,Scottsbluff
2406,Modern Upper West Side Luxury!!,Entire home/apt,519.0,3.0,1.0,No visitors & No children under 10 & No smoking,4,Prescott
2407,Bkln (Vinegar Hill) duplex w/garden,Entire home/apt,64.0,14.0,5.0,No visitors & No pets,2,Prescott
2408,Penthouse in Crown Heights,Entire home/apt,524.0,1.0,1.0,No children under 10 & No parties,5,Ogden
2409,My Sweet Room,Entire home/apt,997.0,10.0,4.0,No parties & No smoking & No pets,9,Martha's Vineyard
2410,15 Minutes  to Manhattan and Safe Neighborhood!,Private room,914.0,2.0,4.0,No children under 10 & No parties,2,Santa Maria
2411,Jackson Heights 2 bedrooms housing,Entire home/apt,747.0,2.0,3.0,No parties & No children under 10 & No smoking,2,Dallas
2412,"3 BR CLASSIC ON RIVER. Doorman. UWS, dogs ok",Entire home/apt,995.0,30.0,1.0,No visitors & No children under 10,7,San Jose
2413,Harlem Garden Oasis in  New York City Brownstone,Entire home/apt,368.0,31.0,5.0,No parties,3,Pasco
2414,Cosy room in a sunny Brooklyn flat,Private room,678.0,3.0,3.0,No smoking,1,Los Angeles
2415,Spacious Room and PRIVATE bath in Harlem Townhouse,Private room,805.0,2.0,2.0,No visitors & No parties & No smoking,1,Louisville
2416,"$2,800 ",Entire home/apt,563.0,14.0,5.0,No children under 10,3,Lubbock
2417,Perfect Spot Between Bryant Park and Times Square,Private room,1046.0,1.0,3.0,No parties & No smoking,2,Honolulu
2418,Sunny Private Bedroom Near Manhattan,Private room,1182.0,1.0,2.0,No parties & No children under 10,1,Gainesville
2419,Luxury Apartment Central Park - Hell’s Kitchen,Entire home/apt,389.0,1.0,4.0,,3,Christiansted
2420,BKLYN Brownstone- Glam Getaway!,Entire home/apt,287.0,3.0,3.0,No pets & No visitors,2,Orlando
2421,J-ROOM SHARE BY CASINO*AIRPORT*CAFE*DOORSTEP METRO,Shared room,1073.0,4.0,2.0,No visitors,1,Minot
2422,"Best location, Midtown Times Square",Entire home/apt,567.0,4.0,1.0,,2,Newport News
2423,Retro Style Living In New York City,Private room,1133.0,2.0,2.0,No smoking,2,Columbia
2424,Large private bedroom New York,Private room,435.0,2.0,3.0,No children under 10 & No parties,1,Ogden
2425,Sunny Spotless Manhattan apartment,Private room,940.0,30.0,3.0,No smoking,2,Binghamton
2426,Cozy place.,Private room,149.0,1.0,3.0,No children under 10 & No visitors & No smoking,2,Indianapolis
2427,Spacious and airy room in prime South Williamsburg,Private room,74.0,3.0,1.0,No children under 10,2,Boise
2428,Sonder | Upper East Side | Chic 1BR + Sofa Bed,Entire home/apt,389.0,29.0,2.0,No visitors,2,New Orleans
2429,Stunning 5 BR Townhouse with Chef's Kitchen #10288,Entire home/apt,664.0,3.0,4.0,No pets,2,Charlotte
2430,"Room with the balcony, fits 3!",Private room,709.0,1.0,5.0,No smoking & No visitors & No children under 10,1,Savannah
2431,3 bedroom Tourist's heaven 2nd floor,Entire home/apt,508.0,1.0,4.0,No children under 10 & No parties,2,Corpus Christi
2432,Private Bedroom in Beautiful Central Williamsburg!,Private room,297.0,2.0,2.0,No pets,2,Dubuque
2433,Charming Brooklyn Artist's Room,Private room,1020.0,1.0,4.0,No children under 10 & No smoking & No parties,2,Bloomington
2434,Steps from the Barclays Center!,Private room,502.0,1.0,3.0,No parties & No children under 10 & No smoking,2,Cody
2435,1 Bedroom in williamsburg,Entire home/apt,864.0,7.0,1.0,No smoking & No pets,6,South Bend
2436,Beautiful and big 1BR sublet close by Central Park,Private room,983.0,5.0,5.0,No parties & No children under 10,2,New York
2437,Large Bright Williamsburg Apartment - Lorimer St.,Private room,683.0,20.0,3.0,No children under 10,2,Beaumont
2438,Prívate room,Private room,868.0,30.0,2.0,No pets,2,Atlantic City
2439,Luxury & Charm.  Steps from Christopher Park!,Entire home/apt,301.0,5.0,4.0,No pets & No visitors & No parties,2,Chattanooga
2440,NYC Hideaway spacious Garden apartment,Entire home/apt,166.0,2.0,5.0,No smoking,2,Kona
2441,Charming House!!,Private room,929.0,3.0,4.0,No visitors & No smoking & No pets,2,Rock Springs
2442,Beautiful Bedroom in Washington Heights,Private room,898.0,2.0,3.0,No visitors & No pets,1,Stillwater
2443,"One Room, In The Heights",Private room,868.0,1.0,2.0,No smoking,1,Burlington
2444,Attractive one bedroom suite in midtown Manhattan,Entire home/apt,351.0,30.0,1.0,No pets,2,Wenatchee
2445,"Affordable 1 bedroom apt, in great neighborhood",Entire home/apt,344.0,2.0,2.0,No smoking,3,Eagle
2446,#NAME?,Private room,839.0,2.0,3.0,No parties,2,Alpena
2447,"""The Park View"" in Sunset Park",Private room,713.0,2.0,4.0,No pets & No parties,1,Jamestown
2448,Beautiful room close to Manhattan,Private room,803.0,15.0,2.0,No pets,1,Elmira
2449,Large private bedroom near Manhattan.,Private room,557.0,4.0,4.0,No visitors & No children under 10,1,Bellingham
2450,Spacious room with a hammock near Prospect park,Private room,376.0,1.0,3.0,No pets,1,Salisbury
2451,E. WILLIAMSBURG ROOM WITH PRIVATE BALCONY,Private room,800.0,2.0,3.0,,2,Fort Leonard Wood
2452,Cozy Room with Private Bath in Bay Ridge (Room B),Private room,1133.0,1.0,3.0,No parties & No children under 10,2,Hobbs
2453,A Cozy Place to Stay in Woodside Queens!,Private room,198.0,30.0,5.0,No children under 10,2,Casper
2454,Prince single room,Private room,401.0,2.0,3.0,No visitors,2,Eugene
2455,Private House in Trendy Crown Heights,Entire home/apt,642.0,2.0,4.0,No smoking,6,San Antonio
2456,Ground Floor Retreat near BKLYN Children’s Museum,Entire home/apt,472.0,3.0,3.0,No children under 10,2,Ogdensburg
2457,Cozy apartment close to subway & good restaurants,Entire home/apt,937.0,4.0,3.0,,4,Greenville
2458,Cozy modern studio in heart of LES,Entire home/apt,699.0,2.0,5.0,No visitors & No pets,4,Panama City
2459,"Bright, spacious loft in the heart of Soho",Entire home/apt,457.0,2.0,5.0,No visitors & No smoking & No children under 10,3,Guam
2460,Entire Place in Prime Brooklyn Neighborhood,Entire home/apt,637.0,1.0,4.0,No pets,5,Bethel
2461,CHIC STUDIOS ON E 54TH~PRIME LOCATION~SUTTON PLACE,Entire home/apt,180.0,30.0,3.0,No children under 10,2,Minneapolis
2462,Crown Heights LUXURY Kingston Apt,Entire home/apt,681.0,3.0,2.0,No parties,6,Laredo
2463,"Charming Apartment in Brooklyn, NY",Private room,1044.0,5.0,4.0,No smoking,1,West Palm Beach
2464,A Contemporary Homelike Stay in the Best of BK,Entire home/apt,228.0,2.0,2.0,No pets & No visitors & No children under 10,2,New York
2465,One little beautiful room in an 3bedroom apartment,Private room,385.0,2.0,3.0,No children under 10,1,Elmira
2466,NEW- Spacious & Bright Brooklyn 1 Bed,Entire home/apt,900.0,2.0,5.0,No children under 10,4,Norfolk
2467,Stylish Room w/ 2 Twin Beds in Times Square,Private room,637.0,1.0,4.0,No smoking,1,Albany
2468,Loft in the heart of Bushwick (jefferson L),Entire home/apt,1197.0,2.0,1.0,No smoking & No visitors,11,White Plains
2469,PRIVATE ROOM - Sunny and Spacious - Brooklyn Loft,Private room,672.0,2.0,5.0,No children under 10,2,Killeen
2470,"#2BED Luxury Midtown Full Kitchen, Comp Breakfast",Entire home/apt,1115.0,3.0,2.0,No pets,6,Sanford
2471,Beautiful Apartment in Ideal Manhattan Location,Private room,1026.0,5.0,2.0,No visitors,2,Valparaiso
2472,"Private room at Roselle, in the Bronx",Private room,427.0,2.0,2.0,,2,Houston
2473,"Sunny room in Sunset Park, Brooklyn",Private room,250.0,1.0,5.0,No pets & No children under 10,2,La Crosse
2474,Private apartment in new Brooklyn building!,Entire home/apt,132.0,2.0,4.0,,3,Erie
2475,Spacious 1 BR W/ adjustable Queen bed. Comfy!,Entire home/apt,581.0,2.0,2.0,No pets & No visitors,4,Pellston
2476,Private room in Astoria 10min ride to Central Park,Private room,416.0,1.0,3.0,No visitors,2,Santa Maria
2477,Mamas 2 twins purple #4 boro pk 2nd flr D train,Private room,529.0,3.0,3.0,No children under 10,1,Gulfport
2478,Spacious Brooklyn One Bedroom/Loft***Morgan L Stop,Entire home/apt,1164.0,4.0,3.0,No visitors,4,Del Rio
2479,Central Park Studio,Entire home/apt,96.0,30.0,4.0,No smoking & No visitors & No parties,2,Brunswick
2480,Unbeatable & Massive Midtown 3 Bedroom Apt,Entire home/apt,905.0,4.0,5.0,No smoking,6,Miami
2481,bayroom,Private room,841.0,28.0,3.0,No children under 10 & No smoking,1,Fairbanks
2482,Private Apt in Queens NYC/less 5min walk to train,Entire home/apt,446.0,5.0,4.0,No pets & No parties,4,Fort Myers
2483,True NYC soho experience amazing gem.. large space,Entire home/apt,663.0,1.0,5.0,No children under 10,2,Monroe
2484,Fabulous Room Near Central Park,Private room,951.0,1.0,4.0,No parties,1,Burlington
2485,One bedroom apartment,Entire home/apt,176.0,7.0,5.0,No children under 10,2,Charlottesville
2486,Large 1 bedroom to yourself. 1 block from subway,Entire home/apt,720.0,5.0,3.0,No children under 10 & No visitors & No smoking,4,Worcester
2487,"6 Guests! Close to JFK-Manhattan(30 min ""A"" train)",Entire home/apt,834.0,1.0,5.0,No pets & No parties,8,Phoenix
2488,convenient 5min away from jfk 20 min lga airport,Entire home/apt,1012.0,3.0,5.0,,10,Saginaw
2489,"New Apartment, Close to Ferry",Entire home/apt,95.0,2.0,5.0,No pets,2,Cincinnati
2490,The Art Of Living - Loft apartment,Entire home/apt,861.0,2.0,4.0,No smoking & No visitors,6,Columbus
2491,Spacious Sunny Private Bedroom in the Bushwick BK,Private room,368.0,2.0,3.0,No pets,2,Saginaw
2492,Spirited 2-Bed Sanctuary -- Entire Building!,Entire home/apt,202.0,2.0,4.0,,2,Clarksburg
2493,Private Room in Cozy Bushwick Apartment,Private room,665.0,2.0,5.0,No pets,1,Hibbing
2494,Luxury apartment in New York City,Private room,453.0,1.0,3.0,No children under 10 & No pets,1,Boston
2495,Brooklyn Gem: Stylish & Family Friendly,Entire home/apt,518.0,2.0,2.0,No pets & No smoking & No visitors,4,Bismarck
2496,"PRIVATE, Funky bunk style room in Williamsburg",Private room,913.0,2.0,5.0,No visitors & No parties & No children under 10,2,Valparaiso
2497,Spacious Room in Large 2 Bedroom Prewar Apartment,Private room,585.0,1.0,4.0,No visitors,2,Huntsville
2498,Modern luxurious studio apt. 15 mins to Times Sq.,Entire home/apt,1051.0,5.0,2.0,No children under 10,4,Key West
2499,20-25 minutes to downtown NYC/30-40 to midtown,Private room,122.0,30.0,5.0,No children under 10 & No parties,2,Hays
2500,Historic Brownstone - Full Floor - Central Harlem,Entire home/apt,579.0,3.0,2.0,,5,Dayton
2501,Affordable Lenox Ave Room. Clean Sunny  Comfy!,Private room,352.0,30.0,2.0,No pets,1,Kansas City
2502,Private Room w/ Private Bath in Heart of Bed-Stuy,Private room,178.0,2.0,3.0,,2,Cordova
2503,Brooklyn Apartment,Private room,739.0,6.0,3.0,No smoking & No children under 10,2,Fort Myers
2504,"Peaceful spacious bedroom, easy commute to city",Private room,873.0,7.0,4.0,,1,Las Vegas
2505,Cozy 1 bedroom Apt Morningside/Harlem,Entire home/apt,1148.0,5.0,4.0,No visitors & No pets,5,Pullman
2506,Entire Private Floor of West Village Duplex- NY,Private room,595.0,2.0,4.0,No smoking,2,Scranton
2507,Water Front Duplex with Amazing Views and Parking.,Entire home/apt,1054.0,28.0,2.0,No pets,9,Fort Leonard Wood
2508,Hippie vibe spot,Private room,850.0,1.0,5.0,No children under 10,1,Lewisburg
2509,Huge Central Wiliamsburg 2 bedroom clean w/rooftop,Entire home/apt,610.0,10.0,3.0,No visitors,2,Tyler
2510,Suburban Living in Brooklyn,Entire home/apt,227.0,2.0,2.0,No pets,3,Adak Island
2511,"8mins  to JFK airport, separate door & bathroom",Private room,1194.0,1.0,2.0,No parties & No pets & No visitors,1,Santa Barbara
2512,UN Dream Apt NYC,Entire home/apt,229.0,1.0,3.0,No pets,2,Wrangell
2513,Whole West Village Studio,Entire home/apt,324.0,2.0,5.0,No pets & No smoking & No children under 10,3,South Bend
2514,Furnished private large room at a great location,Private room,900.0,2.0,3.0,No parties,1,West Palm Beach
2515,"Large, sunny room in Brooklyn",Private room,1121.0,3.0,4.0,No children under 10,1,Pittsburgh
2516,5min to Manhattan apartment in new luxury building,Entire home/apt,872.0,1.0,4.0,No parties & No smoking & No visitors,5,Casper
2517,Private bedroom in large Chelsea apartment,Private room,803.0,3.0,5.0,No children under 10,2,Christiansted
2518,A Place of Comfort,Private room,715.0,7.0,2.0,No smoking & No visitors,2,Bangor
2519,Cozy Room 1 Block from the Train,Private room,948.0,10.0,2.0,No smoking,2,Newburgh
2520,10 mins from JFK. Smoking okay.,Private room,692.0,1.0,4.0,No smoking & No children under 10,2,Syracuse
2521,Sun-Filled Artist Loft in Private Townhouse,Entire home/apt,214.0,2.0,2.0,No parties,2,Bozeman
2522,Elmhurst Front Bedroom,Private room,545.0,1.0,2.0,No children under 10 & No smoking & No parties,1,Santa Rosa
2523,Brand New Studio with Balcony @ Williamsburg!,Entire home/apt,1103.0,3.0,3.0,No smoking & No children under 10,10,Panama City
2524,"Large, Private 1 Bedroom in Historic Brownstone",Entire home/apt,330.0,5.0,4.0,No children under 10 & No pets,2,Corpus Christi
2525,Gated Manhattan Enclave,Entire home/apt,836.0,2.0,4.0,No smoking & No children under 10 & No pets,7,Devils Lake
2526,Private bedroom located in Downtown Manhattan,Private room,644.0,2.0,3.0,No pets & No smoking,2,Greensboro
2527,Sunny 3 bedroom LES apartment,Entire home/apt,813.0,3.0,3.0,No smoking & No visitors & No children under 10,2,Santa Ana
2528,*Beautiful Private Room near Subway,Private room,551.0,2.0,4.0,No parties,1,Asheville
2529,Cute private room in the heart of Soho,Private room,1084.0,5.0,4.0,No pets & No children under 10 & No visitors,1,Mission
2530,Private Bedroom w/ Queen Size bed in Williamsburg,Private room,1158.0,2.0,3.0,No parties & No visitors,1,Shreveport
2531,Flatbush pad Sleeps 6 MANHATTAN 30 min Away!,Entire home/apt,754.0,2.0,5.0,No parties & No smoking,7,Santa Fe
2532,Clean/Elegant HK Apt. w/ Cute Bear,Entire home/apt,1118.0,3.0,1.0,No visitors,5,Portland
2533,NoLIta / Soho 1 bedroom oasis,Entire home/apt,1136.0,3.0,5.0,No children under 10 & No parties,5,Augusta
2534,Comfy room with WiFi. Mins to Central Park!,Private room,934.0,30.0,5.0,No children under 10,2,St. Louis
2535,Fort Greene Room,Private room,722.0,2.0,2.0,No visitors & No children under 10,1,Chattanooga
2536,LG. RED AND WHITE COOL OASIS ROOM.,Private room,154.0,2.0,3.0,No pets & No children under 10,2,Hibbing
2537,1 Bedroom Condo/Kitchen Wyndham Midtown 45 Resort*,Private room,488.0,3.0,2.0,No children under 10 & No pets,1,Paducah
2538,West Village Apartment,Entire home/apt,833.0,60.0,3.0,No children under 10,4,Riverton
2539,"New, Luxury and Sunny Apartment",Entire home/apt,887.0,1.0,3.0,,6,Flint
2540,A Cozy Harlem Stay,Private room,373.0,30.0,2.0,No pets,2,Jacksonville
2541,Charming Studio,Entire home/apt,591.0,4.0,3.0,No smoking & No pets,4,Santa Fe
2542,Midtown Studio,Entire home/apt,625.0,3.0,2.0,No children under 10,3,Dubuque
2543,Beautiful room in renovated Manhattan apartment,Private room,783.0,5.0,3.0,,1,Elko
2544,Central Park Slope Garden Apartment,Entire home/apt,352.0,4.0,5.0,No parties & No smoking,2,Aspen
2545,New York Po home sweet home,Shared room,1086.0,4.0,2.0,,1,Marquette
2546,Cozy private room in Midtown with private bathroom,Private room,446.0,3.0,5.0,No visitors,1,Hyannis
2547,☆ 2BR East Village ☆ Sleeps 5 | BEST LOCATION ☆,Entire home/apt,642.0,2.0,2.0,No smoking & No children under 10,2,West Yellowstone
2548,Large room near Times Square 31C4,Private room,798.0,7.0,3.0,No smoking,1,Newark
